Work	speech_id	book	line	spkr	addr	string	lemma	is_voc_CLTK	eval_CLTK	what it should be	token_spacy	lemma_spacy	pos_spacy	case_spacy	eval_spacy
Odyssey	699	1	35	Zeus	gods	καὶ	καί	FALSE	true negative		καὶ	καί	ADV		true negative
Odyssey	699	1	35	Zeus	gods	νῦν	νῦν	FALSE	true negative		νῦν	νῦν	ADV		true negative
Odyssey	699	1	35	Zeus	gods	Αἴγισθος	Αἴγισθος	FALSE	true negative		Αἴγισθος	αἴγισθος	PROPN	Nom	true negative
Odyssey	699	1	35	Zeus	gods	ὑπὲρ	ὑπέρ	FALSE	true negative		ὑπὲρ	ὑπέρ	ADP		true negative
Odyssey	699	1	35	Zeus	gods	μόρον	μόρος	FALSE	true negative		μόρον	μόρος	NOUN	Acc	true negative
Odyssey	699	1	35	Zeus	gods	Ἀτρεΐδαο	Ἀτρεΐδαι	FALSE	true negative		Ἀτρεΐδαο	ἀτρείδης	NOUN	Gen	true negative
Odyssey	699	1	36	Zeus	gods	γῆμʼ	γαμέω	FALSE	true negative		γῆμʼ	γῆμʼ	PUNCT		true negative
Odyssey	699	1	36	Zeus	gods	ἄλοχον	ἄλοχος	FALSE	true negative		ἄλοχον	ἄλοχος	NOUN	Acc	true negative
Odyssey	699	1	36	Zeus	gods	μνηστήν	μνηστός	FALSE	true negative		μνηστήν	μνηστός	ADJ	Acc	true negative
Odyssey	699	1	36	Zeus	gods	τὸν	ὁ	FALSE	true negative		τὸν	ὁ	PRON	Acc	true negative
Odyssey	699	1	36	Zeus	gods	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Odyssey	699	1	36	Zeus	gods	ἔκτανε	κτείνω	FALSE	true negative		ἔκτανε	κτείνω	VERB		true negative
Odyssey	699	1	36	Zeus	gods	νοστήσαντα	νοστέω	FALSE	true negative		νοστήσαντα	νοστέω	VERB	Acc	true negative
Odyssey	699	1	37	Zeus	gods	εἰδὼς	οἶδα	FALSE	true negative		εἰδὼς	οἶδα	VERB	Nom	true negative
Odyssey	699	1	37	Zeus	gods	αἰπὺν	αἰπός	FALSE	true negative		αἰπὺν	αἰπύς	ADJ	Acc	true negative
Odyssey	699	1	37	Zeus	gods	ὄλεθρον	ὄλεθρος	FALSE	true negative		ὄλεθρον	ὄλεθρος	NOUN	Acc	true negative
Odyssey	699	1	37	Zeus	gods	ἐπεὶ	ἐπεί	FALSE	true negative		ἐπεὶ	ἐπεί	ADV		true negative
Odyssey	699	1	37	Zeus	gods	πρό	πρό	FALSE	true negative		πρό	πρό	ADP		true negative
Odyssey	699	1	37	Zeus	gods	οἱ	οὗ	FALSE	true negative		οἱ	οὗ	PRON	Dat	true negative
Odyssey	699	1	37	Zeus	gods	εἴπομεν	λέγω	FALSE	true negative		εἴπομεν	εἴπομεν	VERB		true negative
Odyssey	699	1	37	Zeus	gods	ἡμεῖς	ἡμεῖς	FALSE	true negative		ἡμεῖς	ἡμεῖς	PRON	Nom	true negative
Odyssey	699	1	38	Zeus	gods	Ἑρμείαν	Ἑρμεία	FALSE	true negative		Ἑρμείαν	ἑρμῆς	PROPN	Acc	true negative
Odyssey	699	1	38	Zeus	gods	πέμψαντες	πέμπω	FALSE	true negative		πέμψαντες	πέμπω	VERB	Nom	true negative
Odyssey	699	1	38	Zeus	gods	ἐύσκοπον	ἐύσκοπος	FALSE	true negative		ἐύσκοπον	ἐύσκοπος	ADJ	Acc	true negative
Odyssey	699	1	38	Zeus	gods	ἀργεϊφόντην	ἀργέφω	FALSE	true negative		ἀργεϊφόντην	ἀργειφόντης	NOUN	Acc	true negative
Odyssey	699	1	39	Zeus	gods	μήτʼ	μήτʼ	FALSE	true negative		μήτʼ	μήτʼ	PUNCT		true negative
Odyssey	699	1	39	Zeus	gods	αὐτὸν	αὐτός	FALSE	true negative		αὐτὸν	αὐτός	ADJ	Acc	true negative
Odyssey	699	1	39	Zeus	gods	κτείνειν	κτείνω	FALSE	true negative		κτείνειν	κτείνω	VERB		true negative
Odyssey	699	1	39	Zeus	gods	μήτε	μήτε	FALSE	true negative		μήτε	μήτε	CCONJ		true negative
Odyssey	699	1	39	Zeus	gods	μνάασθαι	μνάομαι	FALSE	true negative		μνάασθαι	μνάομαι	VERB		true negative
Odyssey	699	1	39	Zeus	gods	ἄκοιτιν	ἄκοιτις	FALSE	true negative		ἄκοιτιν	ἄκοιτις	NOUN	Acc	true negative
Odyssey	699	1	40	Zeus	gods	ἐκ	ἐκ	FALSE	true negative		ἐκ	ἐκ	ADP		true negative
Odyssey	699	1	40	Zeus	gods	γὰρ	γάρ	FALSE	true negative		γὰρ	γάρ	ADV		true negative
Odyssey	699	1	40	Zeus	gods	Ὀρέσταο	Ὀρέστας	FALSE	true negative		Ὀρέσταο	Ὀρέστης	NOUN	Gen	true negative
Odyssey	699	1	40	Zeus	gods	τίσις	τίσις	FALSE	true negative		τίσις	τίσις	NOUN	Nom	true negative
Odyssey	699	1	40	Zeus	gods	ἔσσεται	σσέω	FALSE	true negative		ἔσσεται	εἰμί	AUX		true negative
Odyssey	699	1	40	Zeus	gods	Ἀτρεΐδαο	Ἀτρεΐδαι	FALSE	true negative		Ἀτρεΐδαο	ἀτρείδης	NOUN	Gen	true negative
Odyssey	699	1	41	Zeus	gods	ὁππότʼ	ὁππός	FALSE	true negative		ὁππότʼ	ὁππότʼ	NOUN	Gen	true negative
Odyssey	699	1	41	Zeus	gods	ἂν	ἄν	FALSE	true negative		ἂν	ἄν	PART		true negative
Odyssey	699	1	41	Zeus	gods	ἡβήσῃ	ἡβάω	FALSE	true negative		ἡβήσῃ	ἡβάω	VERB		true negative
Odyssey	699	1	41	Zeus	gods	τε	τε	FALSE	true negative		τε	τε	CCONJ		true negative
Odyssey	699	1	41	Zeus	gods	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Odyssey	699	1	41	Zeus	gods	ἧς	ὅς	FALSE	true negative		ἧς	ὅς	PRON	Gen	true negative
Odyssey	699	1	41	Zeus	gods	ἱμείρεται	ἱμείρω	FALSE	true negative		ἱμείρεται	ἱμείρω	VERB		true negative
Odyssey	699	1	41	Zeus	gods	αἴης	αἶος	FALSE	true negative		αἴης	αἶα	PROPN	Gen	true negative
Odyssey	699	1	42	Zeus	gods	ὣς	ὡς	FALSE	true negative		ὣς	ὡς	ADV		true negative
Odyssey	699	1	42	Zeus	gods	ἔφαθʼ	ἔφαθον	FALSE	true negative		ἔφαθʼ	ἔφαθʼ	PROPN	Nom	true negative
Odyssey	699	1	42	Zeus	gods	Ἑρμείας	Ἑρμεία	FALSE	true negative		Ἑρμείας	ἑρμῆς	PROPN	Nom	true negative
Odyssey	699	1	42	Zeus	gods	ἀλλʼ	ἀλλʼ	FALSE	true negative		ἀλλʼ	ἀλλʼ	PUNCT		true negative
Odyssey	699	1	42	Zeus	gods	οὐ	οὐ	FALSE	true negative		οὐ	οὐ	ADV		true negative
Odyssey	699	1	42	Zeus	gods	φρένας	φρήν	FALSE	true negative		φρένας	φρήν	NOUN	Acc	true negative
Odyssey	699	1	42	Zeus	gods	Αἰγίσθοιο	Αἰγίσθοιον	FALSE	true negative		Αἰγίσθοιο	Αἰγίσθοιο	NOUN	Gen	true negative
Odyssey	699	1	43	Zeus	gods	πεῖθʼ	πίνω	FALSE	true negative		πεῖθʼ	πεῖθʼ	PUNCT		true negative
Odyssey	699	1	43	Zeus	gods	ἀγαθὰ	ἀγαθός	FALSE	true negative		ἀγαθὰ	ἀγαθός	ADJ	Acc	true negative
Odyssey	699	1	43	Zeus	gods	φρονέων	φρονέω	FALSE	true negative		φρονέων	φρονέω	VERB	Nom	true negative
Odyssey	699	1	43	Zeus	gods	νῦν	νῦν	FALSE	true negative		νῦν	νῦν	ADV		true negative
Odyssey	699	1	43	Zeus	gods	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Odyssey	699	1	43	Zeus	gods	ἁθρόα	ἅθρως	FALSE	true negative		ἁθρόα	ἁθρόος	ADJ	Acc	true negative
Odyssey	699	1	43	Zeus	gods	πάντʼ	πᾶς	FALSE	true negative		πάντʼ	πάντʼ	VERB		true negative
Odyssey	699	1	43	Zeus	gods	ἀπέτισεν	ἀποτίνω	FALSE	true negative		ἀπέτισεν	ἀπέτισεν	VERB		true negative
Odyssey	700	1	45	Athena	Zeus	ὦ	ὦ	FALSE	true negative		ὦ	ὦ	INTJ		true negative
Odyssey	700	1	45	Athena	Zeus	πάτερ	πατήρ	TRUE	true positive		πάτερ	πάτηρ	NOUN	Voc	true positive
Odyssey	700	1	45	Athena	Zeus	ἡμέτερε	ἡμέτερος	FALSE	false negative		ἡμέτερε	ἡμέτερος	ADJ	Voc	true positive
Odyssey	700	1	45	Athena	Zeus	Κρονίδη	Κρονίδη	TRUE	true positive		Κρονίδη	κρονίδης	PROPN	Voc	true positive
Odyssey	700	1	45	Athena	Zeus	ὕπατε	ἅπτω	FALSE	false negative		ὕπατε	ὑπάτω	ADP		false negative
Odyssey	700	1	45	Athena	Zeus	κρειόντων	κρείζω	FALSE	true negative		κρειόντων	κρείων	NOUN	Gen	true negative
Odyssey	700	1	46	Athena	Zeus	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Odyssey	700	1	46	Athena	Zeus	λίην	λίαν	FALSE	true negative		λίην	λίαν	ADV		true negative
Odyssey	700	1	46	Athena	Zeus	κεῖνός	ἐκεῖνος	FALSE	true negative		κεῖνός	κεῖνος	ADJ	Nom	true negative
Odyssey	700	1	46	Athena	Zeus	γε	γε	FALSE	true negative		γε	γε	ADV		true negative
Odyssey	700	1	46	Athena	Zeus	ἐοικότι	ἐοικότι	FALSE	true negative		ἐοικότι	ἐοικότι	VERB	Dat	true negative
Odyssey	700	1	46	Athena	Zeus	κεῖται	κεῖμαι	FALSE	true negative		κεῖται	κεῖμαι	VERB		true negative
Odyssey	700	1	46	Athena	Zeus	ὀλέθρῳ	ὄλεθρος	FALSE	true negative		ὀλέθρῳ	ὄλεθρος	NOUN	Dat	true negative
Odyssey	700	1	47	Athena	Zeus	ὡς	ὡς	FALSE	true negative		ὡς	ὡς	SCONJ		true negative
Odyssey	700	1	47	Athena	Zeus	ἀπόλοιτο	ἀπόλλυμι	FALSE	true negative		ἀπόλοιτο	ἀπόλλυμι	VERB		true negative
Odyssey	700	1	47	Athena	Zeus	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Odyssey	700	1	47	Athena	Zeus	ἄλλος	ἄλλος	FALSE	true negative		ἄλλος	ἄλλος	ADJ	Nom	true negative
Odyssey	700	1	47	Athena	Zeus	ὅτις	ὅτις	FALSE	true negative		ὅτις	ὅστις	PRON	Nom	true negative
Odyssey	700	1	47	Athena	Zeus	τοιαῦτά	τοιοῦτος	FALSE	true negative		τοιαῦτά	τοιοῦτος	ADJ	Acc	true negative
Odyssey	700	1	47	Athena	Zeus	γε	γε	FALSE	true negative		γε	γε	ADV		true negative
Odyssey	700	1	47	Athena	Zeus	ῥέζοι	ῥέζω	FALSE	true negative		ῥέζοι	ῥέζω	VERB		true negative
Odyssey	700	1	48	Athena	Zeus	ἀλλά	ἀλλά	FALSE	true negative		ἀλλά	ἀλλά	CCONJ		true negative
Odyssey	700	1	48	Athena	Zeus	μοι	ἐγώ	FALSE	true negative		μοι	ἐγώ	PRON	Dat	true negative
Odyssey	700	1	48	Athena	Zeus	ἀμφʼ	ἀμφʼ	FALSE	true negative		ἀμφʼ	ἀμφʼ	PUNCT		true negative
Odyssey	700	1	48	Athena	Zeus	Ὀδυσῆι	Ὀδυσῆς	FALSE	true negative		Ὀδυσῆι	Ὀδυσῆ	NOUN	Dat	true negative
Odyssey	700	1	48	Athena	Zeus	δαΐφρονι	δαΐφρον	FALSE	true negative		δαΐφρονι	δαίφρων	ADJ	Dat	true negative
Odyssey	700	1	48	Athena	Zeus	δαίεται	δαίνω	FALSE	true negative		δαίεται	δαίω	VERB		true negative
Odyssey	700	1	48	Athena	Zeus	ἦτορ	ὅστις	FALSE	true negative		ἦτορ	ἦτορ	NOUN	Nom	true negative
Odyssey	700	1	49	Athena	Zeus	δυσμόρῳ	δυσμόρος	FALSE	true negative		δυσμόρῳ	δύσμορος	ADJ	Dat	true negative
Odyssey	700	1	49	Athena	Zeus	ὃς	ὅς	FALSE	true negative		ὃς	ὅς	PRON	Nom	true negative
Odyssey	700	1	49	Athena	Zeus	δὴ	δή	FALSE	true negative		δὴ	δή	PART		true negative
Odyssey	700	1	49	Athena	Zeus	δηθὰ	δηθάς	FALSE	true negative		δηθὰ	δηθά	ADV		true negative
Odyssey	700	1	49	Athena	Zeus	φίλων	φίλος	FALSE	true negative		φίλων	φίλος	ADJ	Gen	true negative
Odyssey	700	1	49	Athena	Zeus	ἄπο	ἄπο	FALSE	true negative		ἄπο	ἀπό	ADP		true negative
Odyssey	700	1	49	Athena	Zeus	πήματα	πῆμα	FALSE	true negative		πήματα	πῆμα	NOUN	Acc	true negative
Odyssey	700	1	49	Athena	Zeus	πάσχει	πάσχω	FALSE	true negative		πάσχει	πάσχω	VERB		true negative
Odyssey	700	1	50	Athena	Zeus	νήσῳ	νῆσος	FALSE	true negative		νήσῳ	νῆσος	NOUN	Dat	true negative
Odyssey	700	1	50	Athena	Zeus	ἐν	ἐν	FALSE	true negative		ἐν	ἐν	ADP		true negative
Odyssey	700	1	50	Athena	Zeus	ἀμφιρύτῃ	ἀμφιρύτης	FALSE	true negative		ἀμφιρύτῃ	ἀμφιρύτη	PROPN	Dat	true negative
Odyssey	700	1	50	Athena	Zeus	ὅθι	ὅς	FALSE	true negative		ὅθι	ὅθι	ADV		true negative
Odyssey	700	1	50	Athena	Zeus	τʼ	τʼ	FALSE	true negative		τʼ	τʼ	PUNCT		true negative
Odyssey	700	1	50	Athena	Zeus	ὀμφαλός	ὀμφαλός	FALSE	true negative		ὀμφαλός	ὀμφαλος	NOUN	Nom	true negative
Odyssey	700	1	50	Athena	Zeus	ἐστι	εἰμί	FALSE	true negative		ἐστι	εἰμί	AUX		true negative
Odyssey	700	1	50	Athena	Zeus	θαλάσσης	θάλασσα	FALSE	true negative		θαλάσσης	θάλασσα	NOUN	Gen	true negative
Odyssey	700	1	51	Athena	Zeus	νῆσος	νῆσος	FALSE	true negative		νῆσος	νῆσος	NOUN	Nom	true negative
Odyssey	700	1	51	Athena	Zeus	δενδρήεσσα	δενδρήεσσα	FALSE	true negative		δενδρήεσσα	δενδρήεις	ADJ	Nom	true negative
Odyssey	700	1	51	Athena	Zeus	θεὰ	θεός	FALSE	true negative		θεὰ	θεά	NOUN	Nom	true negative
Odyssey	700	1	51	Athena	Zeus	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Odyssey	700	1	51	Athena	Zeus	ἐν	ἐν	FALSE	true negative		ἐν	ἐν	ADP		true negative
Odyssey	700	1	51	Athena	Zeus	δώματα	δῶμα	FALSE	true negative		δώματα	δῶμα	NOUN	Acc	true negative
Odyssey	700	1	51	Athena	Zeus	ναίει	ναίω	FALSE	true negative		ναίει	ναίω	VERB		true negative
Odyssey	700	1	52	Athena	Zeus	Ἄτλαντος	Ἄτλαντος	FALSE	true negative		Ἄτλαντος	Ἄτλας	NOUN	Gen	true negative
Odyssey	700	1	52	Athena	Zeus	θυγάτηρ	θυγάτηρ	FALSE	true negative		θυγάτηρ	θυγάτηρ	NOUN	Nom	true negative
Odyssey	700	1	52	Athena	Zeus	ὀλοόφρονος	ὀλοόφρονος	FALSE	true negative		ὀλοόφρονος	ὀλοόφρονος	ADJ	Gen	true negative
Odyssey	700	1	52	Athena	Zeus	ὅς	ὅς	FALSE	true negative		ὅς	ὅς	PRON	Nom	true negative
Odyssey	700	1	52	Athena	Zeus	τε	τε	FALSE	true negative		τε	τε	PART		true negative
Odyssey	700	1	52	Athena	Zeus	θαλάσσης	θάλασσα	FALSE	true negative		θαλάσσης	θάλασσα	NOUN	Gen	true negative
Odyssey	700	1	53	Athena	Zeus	πάσης	πᾶς	FALSE	true negative		πάσης	πᾶς	DET	Gen	true negative
Odyssey	700	1	53	Athena	Zeus	βένθεα	βένθος	FALSE	true negative		βένθεα	βένθος	NOUN	Acc	true negative
Odyssey	700	1	53	Athena	Zeus	οἶδεν	οἶδα	FALSE	true negative		οἶδεν	οἶδα	VERB		true negative
Odyssey	700	1	53	Athena	Zeus	ἔχει	ἔχω	FALSE	true negative		ἔχει	ἔχω	VERB		true negative
Odyssey	700	1	53	Athena	Zeus	δέ	δέ	FALSE	true negative		δέ	δέ	ADV		true negative
Odyssey	700	1	53	Athena	Zeus	τε	τε	FALSE	true negative		τε	τε	ADV		true negative
Odyssey	700	1	53	Athena	Zeus	κίονας	κίων	FALSE	true negative		κίονας	κίονας	NOUN	Acc	true negative
Odyssey	700	1	53	Athena	Zeus	αὐτὸς	αὐτός	FALSE	true negative		αὐτὸς	αὐτός	ADJ	Nom	true negative
Odyssey	700	1	54	Athena	Zeus	μακράς	μακρός	FALSE	true negative		μακράς	μακρός	ADJ	Acc	true negative
Odyssey	700	1	54	Athena	Zeus	αἳ	ὁ	FALSE	true negative		αἳ	ὅς	PRON	Nom	true negative
Odyssey	700	1	54	Athena	Zeus	γαῖάν	γαῖον	FALSE	true negative		γαῖάν	γαῖα	NOUN	Acc	true negative
Odyssey	700	1	54	Athena	Zeus	τε	τε	FALSE	true negative		τε	τε	CCONJ		true negative
Odyssey	700	1	54	Athena	Zeus	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Odyssey	700	1	54	Athena	Zeus	οὐρανὸν	οὐρανός	FALSE	true negative		οὐρανὸν	οὐρανός	NOUN	Acc	true negative
Odyssey	700	1	54	Athena	Zeus	ἀμφὶς	ἀμφίς	FALSE	true negative		ἀμφὶς	ἀμφίς	ADV		true negative
Odyssey	700	1	54	Athena	Zeus	ἔχουσιν	ἔχω	FALSE	true negative		ἔχουσιν	ἔχω	VERB		true negative
Odyssey	700	1	55	Athena	Zeus	τοῦ	ὁ	FALSE	true negative		τοῦ	ὁ	PRON	Gen	true negative
Odyssey	700	1	55	Athena	Zeus	θυγάτηρ	θυγάτηρ	FALSE	true negative		θυγάτηρ	θυγάτηρ	NOUN	Nom	true negative
Odyssey	700	1	55	Athena	Zeus	δύστηνον	δυστήν	FALSE	true negative		δύστηνον	δύστηνος	ADJ	Acc	true negative
Odyssey	700	1	55	Athena	Zeus	ὀδυρόμενον	ὀδύρω	FALSE	true negative		ὀδυρόμενον	ὀδύρομαι	VERB	Acc	true negative
Odyssey	700	1	55	Athena	Zeus	κατερύκει	κατερύκω	FALSE	true negative		κατερύκει	κατερύκω	VERB		true negative
Odyssey	700	1	56	Athena	Zeus	αἰεὶ	ἀεί	FALSE	true negative		αἰεὶ	ἀεί	ADV		true negative
Odyssey	700	1	56	Athena	Zeus	δὲ	δέ	FALSE	true negative		δὲ	δέ	ADV		true negative
Odyssey	700	1	56	Athena	Zeus	μαλακοῖσι	μαλακός	FALSE	true negative		μαλακοῖσι	μαλακός	ADJ	Dat	true negative
Odyssey	700	1	56	Athena	Zeus	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Odyssey	700	1	56	Athena	Zeus	αἱμυλίοισι	αἱμυλία	FALSE	true negative		αἱμυλίοισι	αἱμυλῖος	ADJ	Dat	true negative
Odyssey	700	1	56	Athena	Zeus	λόγοισιν	λόγος	FALSE	true negative		λόγοισιν	λόγος	NOUN	Dat	true negative
Odyssey	700	1	57	Athena	Zeus	θέλγει	ἐθέλγω	FALSE	true negative		θέλγει	θέλγω	VERB		true negative
Odyssey	700	1	57	Athena	Zeus	ὅπως	ὅπως	FALSE	true negative		ὅπως	ὅπως	SCONJ		true negative
Odyssey	700	1	57	Athena	Zeus	Ἰθάκης	Ἰθάκης	FALSE	true negative		Ἰθάκης	Ἰθάκη	NOUN	Gen	true negative
Odyssey	700	1	57	Athena	Zeus	ἐπιλήσεται	ἐπιλέγω	FALSE	true negative		ἐπιλήσεται	ἐπιλέομαι	VERB		true negative
Odyssey	700	1	57	Athena	Zeus	αὐτὰρ	αὐτός	FALSE	true negative		αὐτὰρ	ἀτάρ	CCONJ		true negative
Odyssey	700	1	57	Athena	Zeus	Ὀδυσσεύς	Ὀδυσσεύς	FALSE	true negative		Ὀδυσσεύς	ὀδυσσεύς	NOUN	Nom	true negative
Odyssey	700	1	58	Athena	Zeus	ἱέμενος	ἵημι	FALSE	true negative		ἱέμενος	ἵημι	VERB	Nom	true negative
Odyssey	700	1	58	Athena	Zeus	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Odyssey	700	1	58	Athena	Zeus	καπνὸν	καπνός	FALSE	true negative		καπνὸν	καπνός	NOUN	Acc	true negative
Odyssey	700	1	58	Athena	Zeus	ἀποθρῴσκοντα	ἀποθρῴσκω	FALSE	true negative		ἀποθρῴσκοντα	ἀποθρώσκω	VERB	Acc	true negative
Odyssey	700	1	58	Athena	Zeus	νοῆσαι	νοέω	FALSE	true negative		νοῆσαι	νοέω	VERB		true negative
Odyssey	700	1	59	Athena	Zeus	ἧς	ὅς	FALSE	true negative		ἧς	ὅς	PRON	Gen	true negative
Odyssey	700	1	59	Athena	Zeus	γαίης	γαῖα	FALSE	true negative		γαίης	γαῖα	NOUN	Gen	true negative
Odyssey	700	1	59	Athena	Zeus	θανέειν	θανέω	FALSE	true negative		θανέειν	θνήσκω	VERB		true negative
Odyssey	700	1	59	Athena	Zeus	ἱμείρεται	ἱμείρω	FALSE	true negative		ἱμείρεται	ἱμείρομαι	VERB		true negative
Odyssey	700	1	59	Athena	Zeus	οὐδέ	οὐδέ	FALSE	true negative		οὐδέ	οὐδέ	CCONJ		true negative
Odyssey	700	1	59	Athena	Zeus	νυ	νυ	FALSE	true negative		νυ	νῦν	ADV		true negative
Odyssey	700	1	59	Athena	Zeus	σοί	σύ	FALSE	true negative		σοί	σύ	PRON	Dat	true negative
Odyssey	700	1	59	Athena	Zeus	περ	πέρ	FALSE	true negative		περ	πέρ	ADV		true negative
Odyssey	700	1	60	Athena	Zeus	ἐντρέπεται	ἐντρέπω	FALSE	true negative		ἐντρέπεται	ἐντρέπω	VERB		true negative
Odyssey	700	1	60	Athena	Zeus	φίλον	φίλος	FALSE	true negative		φίλον	φίλος	ADJ	Nom	true negative
Odyssey	700	1	60	Athena	Zeus	ἦτορ	ἦτος	FALSE	true negative		ἦτορ	ἦτορ	NOUN	Nom	true negative
Odyssey	700	1	60	Athena	Zeus	Ὀλύμπιε	Ὀλύμπιος	FALSE	false negative		Ὀλύμπιε	ὀλύμπιος	ADJ	Voc	true positive
Odyssey	700	1	60	Athena	Zeus	οὔ	οὐ	FALSE	true negative		οὔ	οὐ	ADV		true negative
Odyssey	700	1	60	Athena	Zeus	νύ	νύ	FALSE	true negative		νύ	νῦν	ADV		true negative
Odyssey	700	1	60	Athena	Zeus	τʼ	τʼ	FALSE	true negative		τʼ	τʼ	PUNCT		true negative
Odyssey	700	1	60	Athena	Zeus	Ὀδυσσεὺς	Ὀδυσσεύς	FALSE	true negative		Ὀδυσσεὺς	ὀδυσσεύς	NOUN	Nom	true negative
Odyssey	700	1	61	Athena	Zeus	Ἀργείων	Ἀργεῖος	FALSE	true negative		Ἀργείων	ἀργεῖος	ADJ	Gen	true negative
Odyssey	700	1	61	Athena	Zeus	παρὰ	παρά	FALSE	true negative		παρὰ	παρά	ADP		true negative
Odyssey	700	1	61	Athena	Zeus	νηυσὶ	ναῦς	FALSE	true negative		νηυσὶ	ναῦς	NOUN	Dat	true negative
Odyssey	700	1	61	Athena	Zeus	χαρίζετο	χαρίζομαι	FALSE	true negative		χαρίζετο	χαρίζομαι	VERB		true negative
Odyssey	700	1	61	Athena	Zeus	ἱερὰ	ἱερός	FALSE	true negative		ἱερὰ	ἱερόν	NOUN	Acc	true negative
Odyssey	700	1	61	Athena	Zeus	ῥέζων	ῥέζω	FALSE	true negative		ῥέζων	ῥέζω	VERB	Nom	true negative
Odyssey	700	1	62	Athena	Zeus	Τροίῃ	Τροῖα	FALSE	true negative		Τροίῃ	τροία	NOUN	Dat	true negative
Odyssey	700	1	62	Athena	Zeus	ἐν	ἐν	FALSE	true negative		ἐν	ἐν	ADP		true negative
Odyssey	700	1	62	Athena	Zeus	εὐρείῃ	εὐρεῖος	FALSE	true negative		εὐρείῃ	εὐρύς	ADJ	Dat	true negative
